COUNT,RAW,SKF,TIMETAKEN
942,608.53,609.39,1
943,608.53,609.38,1
944,617.72,609.5,1
945,617.72,609.62,1
946,608.69,609.61,1
947,608.69,609.59,1
948,608.69,609.58,1
949,608.66,609.56,1
950,608.66,609.55,1
951,608.88,609.54,1
952,608.88,609.53,1
953,609.01,609.52,1
954,609.01,609.51,1
955,609.01,609.5,1
956,608.82,609.49,1
957,608.82,609.48,1
958,608.97,609.48,2
959,608.97,609.47,1
960,608.97,609.46,1
961,608.8,609.45,1
962,608.8,609.44,1
963,608.95,609.44,1
964,608.95,609.43,1
965,608.95,609.42,1
966,608.89,609.42,1
967,608.89,609.41,1
968,624.33,609.61,1
969,624.33,609.84,1
970,624.51,610.09,1
971,609.14,610.07,1
972,609.14,610.05,1
973,608.79,610.03,1
974,608.79,610.01,1
975,608.94,609.99,1
976,608.94,609.97,1
977,608.94,609.95,1
978,609.18,609.93,1
979,609.18,609.92,1
980,608.89,609.9,1
981,608.89,609.88,1
982,608.89,609.87,1
983,608.82,609.85,1
984,608.82,609.83,1
985,608.99,609.82,1
986,608.99,609.8,1
987,608.99,609.79,1
988,609.05,609.78,1
989,609.05,609.76,1
990,609.26,609.76,1
991,609.26,609.75,1
992,624.61,609.99,1
993,624.61,610.25,1
994,624.61,610.55,1
995,609.12,610.52,1
996,609.12,610.48,1
997,608.81,610.45,1
998,608.81,610.41,1
999,608.81,610.37,1
1000,609.12,610.35,1
1001,609.12,610.32,1
1002,609.03,610.29,1
1003,609.03,610.26,1
1004,609.03,610.24,1
1005,609.18,610.22,1
1006,609.18,610.19,1
1007,608.7,610.16,1
1008,608.7,610.13,1
1009,608.7,610.1,1
1010,608.98,610.08,1
1011,608.98,610.06,1
1012,608.92,610.04,1
1013,608.92,610.01,1
1014,608.9,609.99,1
1015,608.9,609.97,1
1016,608.9,609.95,1
1017,609.14,609.94,1
1018,609.14,609.92,2
1019,610.53,609.93,1
1020,610.53,609.94,1
1021,610.53,609.95,1
1022,608.77,609.93,1
1023,608.77,609.91,1
1024,608.92,609.89,1
1025,608.92,609.88,1
1026,608.92,609.86,1
1027,608.82,609.84,1
1028,608.82,609.82,1
1029,609.04,609.81,1
1030,609.04,609.8,1
1031,608.88,609.78,1
1032,608.92,609.77,1
1033,608.92,609.75,1
1034,608.78,609.74,1
1035,608.78,609.72,1
1036,608.71,609.71,1
1037,608.71,609.69,1
1038,608.71,609.68,1
1039,609,609.66,1
1040,609,609.65,1
1041,608.96,609.64,1
1042,608.96,609.63,1
1043,608.96,609.62,1
1044,609.17,609.62,1
1045,609.17,609.61,1
1046,608.98,609.6,1
1047,608.98,609.59,1
1048,608.98,609.58,1
1049,609.09,609.57,1
1050,609.09,609.57,1
1051,609.06,609.56,1
1052,609.06,609.55,1
1053,609.14,609.55,1
1054,609.14,609.54,1
1055,609.14,609.54,1
1056,608.93,609.53,1
1057,608.93,609.52,1
1058,608.95,609.51,1
1059,608.95,609.5,1
1060,608.95,609.5,1
1061,609.3,609.49,1
1062,609.3,609.49,1
1063,609.16,609.49,1
1064,609.16,609.48,1
1065,609.16,609.48,1
1066,609.26,609.48,1
1067,609.26,609.47,1
1068,626.66,609.68,1
1069,626.66,609.92,1
1070,626.66,610.19,1
1071,609.36,610.18,1
1072,609.36,610.16,1
1073,609.1,610.14,1
1074,609.1,610.12,1
1075,608.99,610.1,1
1076,608.99,610.08,1
1077,608.99,610.07,1
1078,609.04,610.05,1
1079,609.04,610.03,1
1080,609.18,610.01,1
1081,609.18,610,1
1082,609.18,609.99,1
1083,609.2,609.97,1
1084,609.2,609.96,1
1085,609.18,609.95,1
1086,609.18,609.93,1
1087,609.18,609.92,1
1088,609.06,609.91,1
1089,609.06,609.9,1
1090,609.28,609.89,1
1091,609.28,609.88,1
1092,609.28,609.87,1
1093,627.39,610.14,1
1094,627.39,610.44,1
1095,609.25,610.42,1
1096,609.25,610.4,1
1097,609.27,610.37,1
1098,609.27,610.35,1
1099,609.27,610.33,1
1100,609.3,610.31,1
1101,609.3,610.29,1
1102,609.3,610.27,1
1103,609.3,610.25,1
1104,609.3,610.23,1
1105,609.3,610.22,1
1106,609.3,610.2,1
1107,609.18,610.18,1
1108,609.18,610.16,1
1109,609.18,610.15,1
1110,609.4,610.13,1
1111,609.4,610.12,1
1112,609.49,610.11,1
1113,609.49,610.1,1
1114,609.26,610.08,1
1115,609.19,610.07,1
1116,609.19,610.05,1
1117,613.89,610.12,1
1118,613.89,610.18,1
1119,609.68,610.17,1
1120,609.68,610.16,1
1121,609.68,610.16,1
1122,609.39,610.14,1
1123,609.39,610.13,1
1124,609.19,610.12,1
1125,609.19,610.1,1
1126,609.19,610.09,1
1127,609.23,610.07,1
1128,609.23,610.06,1
1129,609.05,610.04,1
1130,609.05,610.03,1
1131,609.05,610.01,1
1132,609.33,610,1
1133,609.33,609.99,1
1134,609.06,609.98,1
1135,609.06,609.96,1
1136,609.09,609.95,1
1137,609.09,609.94,1
1138,609.09,609.92,1
1139,609.14,609.91,1
1140,609.14,609.9,1
1141,608.93,609.89,1
1142,608.93,609.87,1
1143,608.93,609.86,1
1144,609.09,609.85,1
