RAW,SKF,TIMETAKEN,,RAW,SKF
609.54,610.93,1,,,
609.54,610.9,1,,,
612.53,610.93,2,,,
612.53,610.97,1,,,
612.53,611,1,,,
618.39,611.16,1,,,
618.39,611.32,1,,,
613.99,611.38,1,,,
613.99,611.44,1,,,
613.99,611.5,1,,,
609.89,611.46,1,,,
609.89,611.43,1,,,
609.97,611.39,1,,,
609.97,611.36,1,,,
609.97,611.33,1,,,
609.02,611.28,1,,,
609.02,611.23,2,,,
609.09,611.18,1,,,
609.09,611.13,1,,,
615.43,611.23,1,,,
615.43,611.32,1,,,
615.43,611.42,1,,,
608.9,611.36,1,,,
608.9,611.3,1,,,
609.22,611.25,1,,,
609.22,611.2,1,,,
609.22,611.16,1,,,
611.91,611.18,1,,,
611.91,611.19,1,,,
613.13,611.24,1,,,
613.13,611.28,1,,,
613.13,611.32,1,,,
612.41,611.35,1,,,
612.41,611.37,1,,,
609.06,611.32,1,,,
609.06,611.27,1,,,
609.35,611.23,1,,,
609.35,611.19,1,,,
609.35,611.15,1,,,
616.64,611.26,1,,,
616.64,611.38,1,,,
609.13,611.33,2,,,
609.13,611.28,1,,,
611.36,611.28,2,,,
611.36,611.29,1,,,
611.36,611.29,1,,,
609.29,611.24,1,,,
609.29,611.2,1,,,
609.66,611.17,1,,,
609.66,611.14,1,,,
609.66,611.1,1,,,
616.35,611.22,2,,,
616.35,611.33,1,,,
609.19,611.28,1,,,
609.19,611.23,1,,,
611.85,611.25,1,,,
611.85,611.26,1,,,
611.85,611.27,1,,,
610.1,611.25,1,,,
610.1,611.22,1,,,
609.29,611.18,2,,,
609.29,611.14,1,,,
612.69,611.18,1,,,
612.69,611.21,1,,,
612.69,611.24,1,,,
609.56,611.2,1,,,
609.56,611.17,1,,,
609.23,611.13,1,,,
609.23,611.09,1,,,
609.23,611.05,1,,,
611.68,611.07,1,,,
611.68,611.08,1,,,
610.05,611.06,1,,,
610.05,611.04,1,,,
610.05,611.02,1,,,
617.26,611.14,1,,,
617.26,611.26,1,,,
609.13,611.22,1,,,
609.13,611.17,1,,,
609.13,611.13,1,,,
614.75,611.21,1,,,
614.75,611.28,1,,,
616.57,611.39,1,,,
616.57,611.5,1,,,
608.92,611.45,1,,,
608.92,611.39,1,,,
608.92,611.33,1,,,
618,611.48,1,,,
618,611.64,1,,,
609.45,611.58,1,,,
609.45,611.53,1,,,
609.45,611.48,1,,,
609.27,611.43,1,,,
609.27,611.38,1,,,
613.85,611.44,1,,,
613.85,611.49,1,,,
613.85,611.55,2,,,
609,611.49,1,,,
609,611.43,1,,,
617.58,611.58,1,,,
617.58,611.73,2,,,
609.17,611.66,1,,,
609.17,611.6,1,,,
609.17,611.53,1,,,
619,611.73,1,,,
619,611.92,1,,,
612.77,611.94,1,,,
612.77,611.97,1,,,
612.77,611.99,1,,,
609.84,611.93,1,,,
609.84,611.88,1,,,
611.27,611.86,1,,,
611.27,611.85,1,,,
611.27,611.83,1,,,
609.14,611.77,1,,,
609.14,611.7,1,,,
609.01,611.63,1,,,
609.01,611.57,1,,,
610.72,611.55,1,,,
610.72,611.53,1,,,
610.72,611.51,1,,,
608.98,611.45,1,,,
608.98,611.39,1,,,
609.8,611.35,1,,,
609.8,611.32,1,,,
609.8,611.28,1,,,
609.34,611.24,1,,,
609.34,611.19,1,,,
613.71,611.25,1,,,
613.71,611.31,1,,,
613.71,611.36,1,,,
615.95,611.47,1,,,
615.95,611.57,1,,,
609.41,611.52,1,,,
609.41,611.47,1,,,
609.29,611.42,1,,,
609.29,611.37,1,,,
609.29,611.32,1,,,
609.36,611.27,1,,,
609.36,611.23,1,,,
609.15,611.18,2,,,
609.15,611.13,1,,,
609.15,611.09,1,,,
614.47,611.16,1,,,
614.47,611.24,1,,,
608.71,611.18,1,,,
608.71,611.12,2,,,
608.71,611.07,1,,,
609.06,611.02,1,,,
609.06,610.97,1,,,
617.31,611.12,1,,,
617.31,611.27,1,,,
609.23,611.22,1,,,
609.23,611.17,1,,,
609.23,611.12,1,,,
610.68,611.11,1,,,
610.68,611.1,1,,,
609.23,611.06,1,,,
609.23,611.01,1,,,
609.23,610.97,1,,,
610.07,610.95,1,,,
610.07,610.93,1,,,
616.48,611.06,1,,,
616.48,611.18,1,,,
616.48,611.31,1,,,
609.97,611.28,1,,,
609.97,611.25,1,,,
609.29,611.2,1,,,
609.29,611.15,1,,,
609.29,611.11,1,,,
609.01,611.06,1,,,
609.01,611.01,1,,,
609.12,610.97,1,,,
609.12,610.92,2,,,
611.77,610.94,1,,,
611.77,610.96,1,,,
611.77,610.98,1,,,
609.43,610.94,1,,,
609.43,610.91,1,,,
615.29,611.01,1,,,
615.29,611.1,1,,,
615.29,611.2,1,,,
616.1,611.31,1,,,
616.1,611.43,1,,,
609,611.37,1,,,
609,611.31,1,,,
614.01,611.38,1,,,
614.01,611.44,1,,,
614.01,611.5,1,,,
609.45,611.45,1,,,
609.45,611.4,1,,,
609.61,611.36,1,,,
609.61,611.32,1,,,
609.61,611.28,1,,,
612.74,611.31,1,,,
612.74,611.35,1,,,
609.04,611.29,1,,,
609.04,611.24,1,,,
609.04,611.19,2,,,
609.51,611.15,1,,,
609.51,611.11,1,,,
612.19,611.14,1,,,
612.19,611.16,1,,,
612.19,611.18,2,,,
615.06,611.27,1,,,
615.06,611.35,1,,,
613.08,611.39,1,,,
613.08,611.43,1,,,
609.44,611.39,2,,,
609.44,611.34,1,,,
609.44,611.3,1,,,
609.97,611.27,1,,,
609.97,611.24,1,,,
615.16,611.33,2,,,
615.16,611.41,1,,,
615.16,611.5,1,,,
609.25,611.45,1,,,
609.25,611.4,1,,,
613.07,611.43,2,,,
613.07,611.47,1,,,
613.07,611.51,1,,,
609.88,611.47,2,,,
609.88,611.44,1,,,
608.97,611.38,1,,,
608.97,611.33,1,,,
613.36,611.37,1,,,
613.36,611.42,1,,,
613.36,611.46,1,,,
616.72,611.57,1,,,
616.72,611.69,1,,,
614.88,611.77,1,,,
614.88,611.84,1,,,
614.88,611.91,1,,,
609.51,611.85,1,,,
609.51,611.8,1,,,
609.26,611.74,1,,,
609.26,611.68,1,,,
609.26,611.62,1,,,
616.25,611.73,1,,,
616.25,611.84,1,,,
609.24,611.78,1,,,
609.24,611.71,1,,,
615.84,611.82,1,,,
615.84,611.92,1,,,
615.84,612.02,1,,,
609.81,611.96,1,,,
609.81,611.9,1,,,
609.47,611.84,1,,,
609.47,611.78,1,,,
609.47,611.72,1,,,
616.7,611.85,1,,,
616.7,611.98,1,,,
611.65,611.97,1,,,
611.65,611.96,1,,,
612.03,611.96,1,,,
612.03,611.96,1,,,
612.03,611.96,1,,,
609.42,611.9,2,,,
609.42,611.84,1,,,
609.23,611.78,1,,,
609.23,611.72,1,,,
609.67,611.67,1,,,
609.67,611.63,1,,,
609.67,611.58,1,,,
609.66,611.54,1,,,
609.66,611.49,1,,,
612.39,611.51,1,,,
612.39,611.53,1,,,
612.39,611.55,1,,,
609.18,611.5,1,,,
609.18,611.45,1,,,
609.44,611.4,1,,,
609.44,611.36,1,,,
609.44,611.32,1,,,
615.66,611.41,1,,,
615.66,611.51,1,,,
609.26,611.46,1,,,
609.26,611.41,1,,,
609.26,611.36,1,,,
612.87,611.39,1,,,
612.87,611.43,1,,,
616.62,611.54,1,,,
616.62,611.66,1,,,
609.59,611.61,1,,,
609.59,611.56,1,,,
609.59,611.52,1,,,
608.95,611.46,1,,,
608.95,611.4,1,,,
609,611.34,1,,,
609,611.29,1,,,
609,611.23,1,,,
611.75,611.25,1,,,
611.75,611.26,1,,,
609.26,611.21,1,,,
609.26,611.17,1,,,
609.26,611.13,1,,,
608.73,611.07,1,,,
608.73,611.02,1,,,
608.88,610.97,1,,,
608.88,610.92,1,,,
608.88,610.88,1,,,
612.2,610.91,1,,,
612.2,610.94,1,,,
616.7,611.06,1,,,
616.7,611.19,1,,,
615.23,611.28,1,,,
615.23,611.38,1,,,
615.23,611.47,1,,,
609.64,611.43,1,,,
609.64,611.38,1,,,
615.5,611.48,1,,,
615.5,611.58,1,,,
615.5,611.68,1,,,
609.3,611.62,1,,,
609.3,611.56,1,,,
609.47,611.51,1,,,
609.47,611.46,1,,,
609.47,611.41,1,,,
612.87,611.44,1,,,
612.87,611.48,1,,,
609.09,611.42,1,,,
609.09,611.36,1,,,
616.67,611.49,1,,,
616.67,611.62,1,,,
616.67,611.75,1,,,
609.23,611.68,1,,,
609.23,611.62,1,,,
614.93,611.71,1,,,
614.93,611.79,1,,,
614.93,611.87,1,,,
608.83,611.79,1,,,
608.83,611.71,1,,,
609,611.64,1,,,
609,611.57,1,,,
609,611.5,1,,,
609.48,611.45,1,,,
609.48,611.4,1,,,
612.72,611.43,1,,,
612.72,611.47,1,,,
612.72,611.5,1,,,
609.09,611.44,1,,,
609.09,611.38,1,,,
609.08,611.32,1,,,
609.08,611.27,1,,,
609.63,611.23,1,,,
609.63,611.19,1,,,
609.63,611.15,1,,,
609.44,611.11,2,,,
609.44,611.07,1,,,
614.44,611.15,2,,,
614.44,611.23,1,,,
612.22,611.25,1,,,
612.22,611.27,1,,,
612.22,611.3,1,,,
612.56,611.33,1,,,
612.56,611.35,1,,,
609.21,611.31,1,,,
609.21,611.26,1,,,
609.21,611.21,1,,,
609.27,611.17,1,,,
609.27,611.13,1,,,
617.01,611.26,1,,,
617.01,611.39,1,,,
609.54,611.35,1,,,
609.54,611.3,1,,,
609.54,611.26,1,,,
610.91,611.25,1,,,
610.91,611.25,1,,,
609.33,611.2,1,,,
609.33,611.16,1,,,
609.33,611.12,1,,,
609.54,611.08,1,,,
609.54,611.05,1,,,
