PACKET,RAW,SKF
1335,618.07,611.52
1336,611.59,611.53
1337,611.59,611.53
1338,611.59,611.53
1339,618.51,611.72
1340,618.51,611.91
1341,621.89,612.20
1342,621.89,612.50
1343,621.89,612.81
1344,607.87,612.64
1345,607.87,612.47
1346,611.80,612.45
1347,611.80,612.43
1348,619.81,612.67
1349,619.81,612.92
1350,619.81,613.17
1351,610.02,613.05
1352,610.02,612.94
1353,618.78,613.16
1354,618.78,613.37
1355,618.78,613.57
1356,614.52,613.61
1357,614.52,613.64
1358,608.69,613.46
1359,608.69,613.29
1360,612.88,613.27
1361,612.88,613.26
1362,612.88,613.25
1363,618.51,613.42
1364,618.51,613.60
1365,612.63,613.56
1366,612.63,613.53
1367,612.63,613.50
1368,610.66,613.41
1369,610.66,613.32
1370,610.87,613.24
1371,610.87,613.17
1372,610.87,613.10
1373,618.94,613.28
1374,618.94,613.46
1375,607.70,613.27
1376,607.70,613.09
1377,626.99,613.56
1378,626.99,614.06
1379,626.99,614.58
1380,607.63,614.28
1381,607.63,613.98
1382,610.86,613.84
1383,610.86,613.71
1384,610.86,613.58
1385,616.33,613.70
1386,616.33,613.81
1387,614.40,613.84
1388,614.40,613.86
1389,614.90,613.90
1390,613.21,613.87
1391,613.21,613.85
1392,624.02,614.21
1393,624.02,614.59
1394,611.57,614.47
1395,611.57,614.35
1396,611.57,614.24
1397,628.71,614.80
1398,628.71,615.39
1399,607.81,615.04
1400,607.81,614.70
1401,607.81,614.37
1402,609.22,614.12
1403,609.22,613.88
1404,612.83,613.83
1405,612.83,613.78
1406,612.83,613.74
1407,610.47,613.59
1408,610.47,613.46
1409,624.06,613.91
