609.03,609.03,2.00
608.98,608.98,1.00
608.98,608.98,1.00
608.98,608.98,1.00
609.00,609.00,1.00
609.00,609.00,1.00
609.14,609.14,2.00
609.14,609.14,1.00
609.14,609.14,1.00
608.87,608.87,1.00
608.87,608.87,1.00
609.14,609.14,2.00
609.14,609.14,1.00
609.14,609.14,1.00
609.18,609.18,1.00
609.18,609.18,1.00
609.05,609.05,2.00
609.05,609.05,1.00
609.05,609.05,1.00
609.13,609.13,1.00
609.13,609.13,1.00
609.11,609.11,1.00
609.11,609.11,1.00
612.40,612.40,1.00
612.40,612.40,1.00
612.40,612.40,1.00
609.32,609.32,1.00
609.32,609.32,1.00
608.99,608.99,1.00
608.99,608.99,1.00
608.99,608.99,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.13,609.13,1.00
609.13,609.13,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
608.99,608.99,1.00
608.99,608.99,1.00
609.34,609.34,1.00
609.34,609.34,1.00
609.13,609.13,1.00
609.13,609.13,1.00
609.13,609.13,1.00
612.37,612.37,1.00
612.37,612.37,1.00
609.04,609.04,1.00
609.04,609.04,1.00
609.04,609.04,1.00
609.08,609.08,1.00
609.08,609.08,1.00
609.16,609.16,1.00
609.16,609.16,1.00
609.16,609.16,1.00
609.22,609.22,1.00
609.22,609.22,1.00
609.12,609.12,1.00
609.12,609.12,1.00
609.12,609.12,1.00
609.24,609.24,1.00
609.24,609.24,1.00
609.29,609.29,1.00
609.29,609.29,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.00,609.00,1.00
609.00,609.00,1.00
614.55,614.55,1.00
614.55,614.55,1.00
614.55,614.55,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.44,609.44,1.00
609.44,609.44,1.00
609.44,609.44,1.00
609.05,609.05,1.00
609.05,609.05,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.39,609.39,1.00
609.39,609.39,1.00
609.39,609.39,1.00
609.22,609.22,1.00
609.22,609.22,1.00
609.45,609.45,1.00
609.45,609.45,1.00
609.45,609.45,1.00
611.78,611.78,1.00
611.78,611.78,1.00
609.42,609.42,1.00
609.42,609.42,1.00
609.42,609.42,1.00
609.34,609.34,1.00
609.34,609.34,1.00
609.27,609.27,1.00
609.27,609.27,1.00
609.27,609.27,1.00
609.49,609.49,1.00
609.49,609.49,1.00
609.16,609.16,1.00
609.16,609.16,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.31,609.31,1.00
609.31,609.31,1.00
609.30,609.30,1.00
609.30,609.30,1.00
609.30,609.30,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.06,609.06,1.00
609.10,609.10,1.00
609.10,609.10,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.56,609.56,1.00
609.56,609.56,1.00
609.54,609.54,1.00
609.54,609.54,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.53,609.53,1.00
609.53,609.53,1.00
609.53,609.53,1.00
609.36,609.36,1.00
609.36,609.36,1.00
609.40,609.40,1.00
609.40,609.40,1.00
609.40,609.40,1.00
609.36,609.36,1.00
609.36,609.36,1.00
612.73,612.73,1.00
612.73,612.73,1.00
612.73,612.73,1.00
609.59,609.59,1.00
609.59,609.59,1.00
609.38,609.38,1.00
609.38,609.38,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.25,609.25,1.00
609.25,609.25,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.36,609.36,1.00
609.36,609.36,1.00
609.34,609.34,1.00
609.34,609.34,1.00
609.34,609.34,1.00
609.30,609.30,1.00
609.30,609.30,1.00
609.28,609.28,1.00
609.28,609.28,1.00
609.28,609.28,1.00
613.44,613.44,1.00
613.44,613.44,1.00
609.09,609.09,1.00
609.09,609.09,1.00
609.14,609.14,1.00
609.14,609.14,1.00
609.14,609.14,1.00
609.26,609.26,1.00
609.26,609.26,1.00
609.23,609.23,1.00
609.23,609.23,1.00
609.23,609.23,1.00
609.34,609.34,1.00
609.34,609.34,1.00
608.98,608.98,1.00
608.98,608.98,1.00
608.98,608.98,1.00
609.18,609.18,1.00
609.18,609.18,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.19,609.19,1.00
609.18,609.18,1.00
609.18,609.18,1.00
610.14,610.14,1.00
610.14,610.14,1.00
609.46,609.46,1.00
609.46,609.46,1.00
609.46,609.46,1.00
609.23,609.23,1.00
609.23,609.23,1.00
609.36,609.36,1.00
609.36,609.36,1.00
609.36,609.36,1.00
609.38,609.38,1.00
609.38,609.38,1.00
609.08,609.08,1.00
609.08,609.08,1.00
609.08,609.08,1.00
609.10,609.10,1.00
609.10,609.10,1.00
609.17,609.17,1.00
609.17,609.17,1.00
609.17,609.17,1.00
609.14,609.14,1.00
609.14,609.14,1.00
609.13,609.13,1.00
609.13,609.13,1.00
609.87,609.87,1.00
609.87,609.87,1.00
609.87,609.87,1.00
609.15,609.15,1.00
609.15,609.15,1.00
609.10,609.10,1.00
609.10,609.10,1.00
609.10,609.10,1.00
609.51,609.51,1.00
609.51,609.51,1.00
609.03,609.03,1.00
609.03,609.03,1.00
609.03,609.03,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.45,609.45,1.00
609.45,609.45,1.00
609.45,609.45,1.00
609.17,609.17,1.00
609.17,609.17,1.00
608.95,608.95,1.00
608.95,608.95,1.00
609.22,609.22,1.00
609.22,609.22,1.00
609.22,609.22,1.00
608.96,608.96,1.00
608.96,608.96,1.00
609.18,609.18,1.00
609.18,609.18,1.00
609.18,609.18,1.00
609.24,609.24,1.00
609.24,609.24,1.00
609.17,609.17,1.00
609.17,609.17,1.00
609.17,609.17,1.00
609.20,609.20,1.00
609.20,609.20,1.00
609.29,609.29,1.00
609.29,609.29,1.00
609.29,609.29,1.00
609.03,609.03,1.00
609.03,609.03,1.00
609.15,609.15,1.00
609.15,609.15,1.00
609.12,609.12,1.00
609.12,609.12,1.00
609.12,609.12,1.00
609.04,609.04,1.00
609.04,609.04,1.00
608.95,608.95,1.00
608.95,608.95,1.00
608.95,608.95,1.00
613.73,613.73,1.00
613.73,613.73,1.00
609.71,609.71,1.00
609.71,609.71,1.00
609.71,609.71,1.00
608.79,608.79,1.00
608.79,608.79,1.00
608.70,608.70,1.00
608.70,608.70,1.00
608.70,608.70,1.00
609.10,609.10,1.00
609.10,609.10,1.00
608.95,608.95,1.00
608.95,608.95,1.00
608.75,608.75,1.00
608.79,608.79,1.00
608.79,608.79,1.00
608.77,608.77,1.00
608.77,608.77,1.00
608.90,608.90,1.00
608.90,608.90,1.00
608.90,608.90,1.00
608.83,608.83,1.00
608.83,608.83,1.00
618.30,618.30,1.00
618.30,618.30,1.00
618.30,618.30,1.00
608.88,608.88,1.00
608.88,608.88,1.00
608.87,608.87,1.00
608.87,608.87,1.00
608.87,608.87,1.00
609.03,609.03,1.00
609.03,609.03,1.00
608.80,608.80,1.00
608.80,608.80,1.00
608.80,608.80,1.00
609.07,609.07,1.00
609.07,609.07,1.00
609.02,609.02,1.00
609.02,609.02,1.00
608.68,608.68,1.00
608.68,608.68,1.00
608.68,608.68,1.00
608.87,608.87,1.00
608.87,608.87,1.00
608.88,608.88,1.00
608.88,608.88,1.00
608.88,608.88,1.00
612.61,612.61,1.00
612.61,612.61,1.00
608.96,608.96,1.00
608.96,608.96,1.00
608.96,608.96,1.00
609.20,609.20,1.00
609.20,609.20,1.00
609.73,609.73,1.00
609.73,609.73,1.00
609.73,609.73,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.11,609.11,1.00
609.05,609.05,1.00
609.05,609.05,1.00
609.05,609.05,1.00
609.27,609.27,1.00
609.27,609.27,1.00
609.24,609.24,1.00
