RAW,SKF
607.48,608.03
607.80,608.03
607.80,608.02
607.80,608.02
607.86,608.02
607.86,608.02
607.48,608.02
607.48,608.02
607.48,608.01
607.57,608.01
607.57,608.01
607.51,608.01
607.51,608.00
607.51,608.00
607.55,608.00
607.55,608.00
611.79,608.02
611.79,608.04
611.79,608.06
607.54,608.05
607.54,608.05
607.78,608.05
607.78,608.05
607.45,608.04
607.45,608.04
607.45,608.04
607.61,608.04
607.61,608.03
607.64,608.03
607.64,608.03
607.64,608.03
607.55,608.02
607.55,608.02
607.65,608.02
607.65,608.02
607.65,608.01
607.68,608.01
607.68,608.01
607.53,608.01
607.53,608.01
